ccaa;ccaa_2;nacionalidad;anio;edad_media;ind_fecundidad
07 Castilla y Leon;Castilla y Leon;ambas;1990;29.17;1.17
07 Castilla y Leon;Castilla y Leon;ambas;1989;29.05;1.22
07 Castilla y Leon;Castilla y Leon;ambas;1988;28.85;1.26
07 Castilla y Leon;Castilla y Leon;ambas;1987;28.8;1.33
07 Castilla y Leon;Castilla y Leon;ambas;1986;28.85;1.41
07 Castilla y Leon;Castilla y Leon;ambas;1985;28.79;1.51
07 Castilla y Leon;Castilla y Leon;ambas;1984;28.83;1.6
07 Castilla y Leon;Castilla y Leon;ambas;1983;28.88;1.69
07 Castilla y Leon;Castilla y Leon;ambas;1982;28.83;1.83
07 Castilla y Leon;Castilla y Leon;ambas;1981;28.74;1.91
07 Castilla y Leon;Castilla y Leon;ambas;1980;28.72;2.03
07 Castilla y Leon;Castilla y Leon;ambas;1979;28.74;2.09
07 Castilla y Leon;Castilla y Leon;ambas;1978;28.96;2.19
07 Castilla y Leon;Castilla y Leon;ambas;1977;29.13;2.2
07 Castilla y Leon;Castilla y Leon;ambas;1976;29.24;2.28
07 Castilla y Leon;Castilla y Leon;ambas;1975;29.71;2.23
07 Castilla y Leon;Castilla y Leon;espanola;2020;33.33;1.06
07 Castilla y Leon;Castilla y Leon;espanola;2019;33.25;1.07
07 Castilla y Leon;Castilla y Leon;espanola;2018;33.24;1.1
07 Castilla y Leon;Castilla y Leon;espanola;2017;33.09;1.1
07 Castilla y Leon;Castilla y Leon;espanola;2016;33.1;1.15
07 Castilla y Leon;Castilla y Leon;espanola;2015;33;1.15
07 Castilla y Leon;Castilla y Leon;espanola;2014;32.9;1.14
07 Castilla y Leon;Castilla y Leon;espanola;2013;32.85;1.1
07 Castilla y Leon;Castilla y Leon;espanola;2012;32.78;1.13
07 Castilla y Leon;Castilla y Leon;espanola;2011;32.7;1.14
07 Castilla y Leon;Castilla y Leon;espanola;2010;32.52;1.14
07 Castilla y Leon;Castilla y Leon;espanola;2009;32.48;1.11
07 Castilla y Leon;Castilla y Leon;espanola;2008;32.27;1.14
07 Castilla y Leon;Castilla y Leon;espanola;2007;32.24;1.08
07 Castilla y Leon;Castilla y Leon;espanola;2006;32.18;1.08
07 Castilla y Leon;Castilla y Leon;espanola;2005;32.19;1.06
07 Castilla y Leon;Castilla y Leon;espanola;2004;31.94;1.04
07 Castilla y Leon;Castilla y Leon;espanola;2003;31.89;1.03
07 Castilla y Leon;Castilla y Leon;espanola;2002;31.84;1
07 Castilla y Leon;Castilla y Leon;espanola;2001;;
07 Castilla y Leon;Castilla y Leon;espanola;2000;;
07 Castilla y Leon;Castilla y Leon;espanola;1999;;
07 Castilla y Leon;Castilla y Leon;espanola;1998;;
07 Castilla y Leon;Castilla y Leon;espanola;1997;;
07 Castilla y Leon;Castilla y Leon;espanola;1996;;
07 Castilla y Leon;Castilla y Leon;espanola;1995;;
07 Castilla y Leon;Castilla y Leon;espanola;1994;;
07 Castilla y Leon;Castilla y Leon;espanola;1993;;
07 Castilla y Leon;Castilla y Leon;espanola;1992;;
07 Castilla y Leon;Castilla y Leon;espanola;1991;;
07 Castilla y Leon;Castilla y Leon;espanola;1990;;
07 Castilla y Leon;Castilla y Leon;espanola;1989;;
07 Castilla y Leon;Castilla y Leon;espanola;1988;;
07 Castilla y Leon;Castilla y Leon;espanola;1987;;
07 Castilla y Leon;Castilla y Leon;espanola;1986;;
07 Castilla y Leon;Castilla y Leon;espanola;1985;;
07 Castilla y Leon;Castilla y Leon;espanola;1984;;
07 Castilla y Leon;Castilla y Leon;espanola;1983;;
07 Castilla y Leon;Castilla y Leon;espanola;1982;;
07 Castilla y Leon;Castilla y Leon;espanola;1981;;
07 Castilla y Leon;Castilla y Leon;espanola;1980;;
07 Castilla y Leon;Castilla y Leon;espanola;1979;;
07 Castilla y Leon;Castilla y Leon;espanola;1978;;
07 Castilla y Leon;Castilla y Leon;espanola;1977;;
07 Castilla y Leon;Castilla y Leon;espanola;1976;;
07 Castilla y Leon;Castilla y Leon;espanola;1975;;
07 Castilla y Leon;Castilla y Leon;extranjera;2020;29.42;1.41
07 Castilla y Leon;Castilla y Leon;extranjera;2019;29.25;1.54
07 Castilla y Leon;Castilla y Leon;extranjera;2018;29.08;1.51
07 Castilla y Leon;Castilla y Leon;extranjera;2017;28.83;1.5
07 Castilla y Leon;Castilla y Leon;extranjera;2016;28.54;1.48
07 Castilla y Leon;Castilla y Leon;extranjera;2015;28.61;1.5
07 Castilla y Leon;Castilla y Leon;extranjera;2014;28.92;1.42
07 Castilla y Leon;Castilla y Leon;extranjera;2013;28.37;1.37
07 Castilla y Leon;Castilla y Leon;extranjera;2012;28.35;1.43
07 Castilla y Leon;Castilla y Leon;extranjera;2011;28.25;1.51
07 Castilla y Leon;Castilla y Leon;extranjera;2010;28.17;1.63
07 Castilla y Leon;Castilla y Leon;extranjera;2009;27.6;1.63
07 Castilla y Leon;Castilla y Leon;extranjera;2008;27.53;1.8
07 Castilla y Leon;Castilla y Leon;extranjera;2007;27.55;1.63
07 Castilla y Leon;Castilla y Leon;extranjera;2006;27.64;1.66
07 Castilla y Leon;Castilla y Leon;extranjera;2005;27.53;1.61
07 Castilla y Leon;Castilla y Leon;extranjera;2004;27.68;1.61
07 Castilla y Leon;Castilla y Leon;extranjera;2003;27.39;1.67
07 Castilla y Leon;Castilla y Leon;extranjera;2002;27.66;1.61
07 Castilla y Leon;Castilla y Leon;extranjera;2001;;
07 Castilla y Leon;Castilla y Leon;extranjera;2000;;
07 Castilla y Leon;Castilla y Leon;extranjera;1999;;
07 Castilla y Leon;Castilla y Leon;extranjera;1998;;
07 Castilla y Leon;Castilla y Leon;extranjera;1997;;
07 Castilla y Leon;Castilla y Leon;extranjera;1996;;
07 Castilla y Leon;Castilla y Leon;extranjera;1995;;
07 Castilla y Leon;Castilla y Leon;extranjera;1994;;
07 Castilla y Leon;Castilla y Leon;extranjera;1993;;
07 Castilla y Leon;Castilla y Leon;extranjera;1992;;
07 Castilla y Leon;Castilla y Leon;extranjera;1991;;
07 Castilla y Leon;Castilla y Leon;extranjera;1990;;
07 Castilla y Leon;Castilla y Leon;extranjera;1989;;
07 Castilla y Leon;Castilla y Leon;extranjera;1988;;
07 Castilla y Leon;Castilla y Leon;extranjera;1987;;
07 Castilla y Leon;Castilla y Leon;extranjera;1986;;
07 Castilla y Leon;Castilla y Leon;extranjera;1985;;
07 Castilla y Leon;Castilla y Leon;extranjera;1984;;
07 Castilla y Leon;Castilla y Leon;extranjera;1983;;
07 Castilla y Leon;Castilla y Leon;extranjera;1982;;
07 Castilla y Leon;Castilla y Leon;extranjera;1981;;
07 Castilla y Leon;Castilla y Leon;extranjera;1980;;
07 Castilla y Leon;Castilla y Leon;extranjera;1979;;
07 Castilla y Leon;Castilla y Leon;extranjera;1978;;
07 Castilla y Leon;Castilla y Leon;extranjera;1977;;
07 Castilla y Leon;Castilla y Leon;extranjera;1976;;
07 Castilla y Leon;Castilla y Leon;extranjera;1975;;
08 Castilla - La Mancha;Castilla - La Mancha;ambas;2020;32.11;1.21
08 Castilla - La Mancha;Castilla - La Mancha;ambas;2019;32.04;1.25
08 Castilla - La Mancha;Castilla - La Mancha;ambas;2018;32.05;1.27
08 Castilla - La Mancha;Castilla - La Mancha;ambas;2017;31.93;1.32
08 Castilla - La Mancha;Castilla - La Mancha;ambas;2016;31.99;1.34
08 Castilla - La Mancha;Castilla - La Mancha;ambas;2015;31.82;1.33
08 Castilla - La Mancha;Castilla - La Mancha;ambas;2014;31.77;1.3
08 Castilla - La Mancha;Castilla - La Mancha;ambas;2013;31.58;1.3
08 Castilla - La Mancha;Castilla - La Mancha;ambas;2012;31.38;1.35
08 Castilla - La Mancha;Castilla - La Mancha;ambas;2011;31.32;1.39
08 Castilla - La Mancha;Castilla - La Mancha;ambas;2010;30.98;1.43
08 Castilla - La Mancha;Castilla - La Mancha;ambas;2009;30.82;1.44
08 Castilla - La Mancha;Castilla - La Mancha;ambas;2008;30.66;1.5
08 Castilla - La Mancha;Castilla - La Mancha;ambas;2007;30.67;1.39
08 Castilla - La Mancha;Castilla - La Mancha;ambas;2006;30.74;1.4
08 Castilla - La Mancha;Castilla - La Mancha;ambas;2005;30.7;1.34
08 Castilla - La Mancha;Castilla - La Mancha;ambas;2004;30.69;1.34
08 Castilla - La Mancha;Castilla - La Mancha;ambas;2003;30.71;1.33
08 Castilla - La Mancha;Castilla - La Mancha;ambas;2002;30.66;1.29
08 Castilla - La Mancha;Castilla - La Mancha;ambas;2001;30.58;1.28
08 Castilla - La Mancha;Castilla - La Mancha;ambas;2000;30.59;1.27
08 Castilla - La Mancha;Castilla - La Mancha;ambas;1999;30.47;1.27
08 Castilla - La Mancha;Castilla - La Mancha;ambas;1998;30.37;1.24
08 Castilla - La Mancha;Castilla - La Mancha;ambas;1997;30.16;1.28
08 Castilla - La Mancha;Castilla - La Mancha;ambas;1996;30.04;1.29
08 Castilla - La Mancha;Castilla - La Mancha;ambas;1995;29.83;1.35
08 Castilla - La Mancha;Castilla - La Mancha;ambas;1994;29.62;1.4
08 Castilla - La Mancha;Castilla - La Mancha;ambas;1993;29.35;1.45
08 Castilla - La Mancha;Castilla - La Mancha;ambas;1992;29.21;1.53
08 Castilla - La Mancha;Castilla - La Mancha;ambas;1991;29.11;1.56
08 Castilla - La Mancha;Castilla - La Mancha;ambas;1990;29.09;1.61
08 Castilla - La Mancha;Castilla - La Mancha;ambas;1989;28.93;1.65
08 Castilla - La Mancha;Castilla - La Mancha;ambas;1988;28.9;1.67
08 Castilla - La Mancha;Castilla - La Mancha;ambas;1987;28.96;1.73
08 Castilla - La Mancha;Castilla - La Mancha;ambas;1986;28.95;1.79
08 Castilla - La Mancha;Castilla - La Mancha;ambas;1985;28.91;1.85
08 Castilla - La Mancha;Castilla - La Mancha;ambas;1984;28.91;1.98
08 Castilla - La Mancha;Castilla - La Mancha;ambas;1983;28.92;2.07
08 Castilla - La Mancha;Castilla - La Mancha;ambas;1982;28.93;2.22
08 Castilla - La Mancha;Castilla - La Mancha;ambas;1981;28.78;2.31
08 Castilla - La Mancha;Castilla - La Mancha;ambas;1980;28.85;2.37
08 Castilla - La Mancha;Castilla - La Mancha;ambas;1979;29.04;2.43
08 Castilla - La Mancha;Castilla - La Mancha;ambas;1978;29.17;2.52
08 Castilla - La Mancha;Castilla - La Mancha;ambas;1977;29.4;2.48
08 Castilla - La Mancha;Castilla - La Mancha;ambas;1976;29.53;2.59
08 Castilla - La Mancha;Castilla - La Mancha;ambas;1975;29.88;2.54
08 Castilla - La Mancha;Castilla - La Mancha;espanola;2020;32.7;1.15
08 Castilla - La Mancha;Castilla - La Mancha;espanola;2019;32.69;1.19
08 Castilla - La Mancha;Castilla - La Mancha;espanola;2018;32.61;1.22
08 Castilla - La Mancha;Castilla - La Mancha;espanola;2017;32.53;1.27
08 Castilla - La Mancha;Castilla - La Mancha;espanola;2016;32.53;1.31
08 Castilla - La Mancha;Castilla - La Mancha;espanola;2015;32.32;1.31
08 Castilla - La Mancha;Castilla - La Mancha;espanola;2014;32.27;1.28
08 Castilla - La Mancha;Castilla - La Mancha;espanola;2013;32.15;1.28
08 Castilla - La Mancha;Castilla - La Mancha;espanola;2012;32;1.32
08 Castilla - La Mancha;Castilla - La Mancha;espanola;2011;31.98;1.35
08 Castilla - La Mancha;Castilla - La Mancha;espanola;2010;31.72;1.35
08 Castilla - La Mancha;Castilla - La Mancha;espanola;2009;31.54;1.37
08 Castilla - La Mancha;Castilla - La Mancha;espanola;2008;31.47;1.4
08 Castilla - La Mancha;Castilla - La Mancha;espanola;2007;31.44;1.31
08 Castilla - La Mancha;Castilla - La Mancha;espanola;2006;31.31;1.34
08 Castilla - La Mancha;Castilla - La Mancha;espanola;2005;31.18;1.29
08 Castilla - La Mancha;Castilla - La Mancha;espanola;2004;31.12;1.28
08 Castilla - La Mancha;Castilla - La Mancha;espanola;2003;31.06;1.29
08 Castilla - La Mancha;Castilla - La Mancha;espanola;2002;30.89;1.26
08 Castilla - La Mancha;Castilla - La Mancha;espanola;2001;;
08 Castilla - La Mancha;Castilla - La Mancha;espanola;2000;;
08 Castilla - La Mancha;Castilla - La Mancha;espanola;1999;;
08 Castilla - La Mancha;Castilla - La Mancha;espanola;1998;;
08 Castilla - La Mancha;Castilla - La Mancha;espanola;1997;;
08 Castilla - La Mancha;Castilla - La Mancha;espanola;1996;;
08 Castilla - La Mancha;Castilla - La Mancha;espanola;1995;;
08 Castilla - La Mancha;Castilla - La Mancha;espanola;1994;;
08 Castilla - La Mancha;Castilla - La Mancha;espanola;1993;;
08 Castilla - La Mancha;Castilla - La Mancha;espanola;1992;;
08 Castilla - La Mancha;Castilla - La Mancha;espanola;1991;;
08 Castilla - La Mancha;Castilla - La Mancha;espanola;1990;;
08 Castilla - La Mancha;Castilla - La Mancha;espanola;1989;;
08 Castilla - La Mancha;Castilla - La Mancha;espanola;1988;;
08 Castilla - La Mancha;Castilla - La Mancha;espanola;1987;;
08 Castilla - La Mancha;Castilla - La Mancha;espanola;1986;;
08 Castilla - La Mancha;Castilla - La Mancha;espanola;1985;;
08 Castilla - La Mancha;Castilla - La Mancha;espanola;1984;;
08 Castilla - La Mancha;Castilla - La Mancha;espanola;1983;;
08 Castilla - La Mancha;Castilla - La Mancha;espanola;1982;;
08 Castilla - La Mancha;Castilla - La Mancha;espanola;1981;;
08 Castilla - La Mancha;Castilla - La Mancha;espanola;1980;;
08 Castilla - La Mancha;Castilla - La Mancha;espanola;1979;;
08 Castilla - La Mancha;Castilla - La Mancha;espanola;1978;;
08 Castilla - La Mancha;Castilla - La Mancha;espanola;1977;;
08 Castilla - La Mancha;Castilla - La Mancha;espanola;1976;;
08 Castilla - La Mancha;Castilla - La Mancha;espanola;1975;;
08 Castilla - La Mancha;Castilla - La Mancha;extranjera;2020;29.43;1.62
08 Castilla - La Mancha;Castilla - La Mancha;extranjera;2019;28.99;1.74
08 Castilla - La Mancha;Castilla - La Mancha;extranjera;2018;29.05;1.69
08 Castilla - La Mancha;Castilla - La Mancha;extranjera;2017;28.55;1.76
08 Castilla - La Mancha;Castilla - La Mancha;extranjera;2016;28.76;1.68
08 Castilla - La Mancha;Castilla - La Mancha;extranjera;2015;28.7;1.56
08 Castilla - La Mancha;Castilla - La Mancha;extranjera;2014;28.64;1.48
08 Castilla - La Mancha;Castilla - La Mancha;extranjera;2013;28.47;1.51
08 Castilla - La Mancha;Castilla - La Mancha;extranjera;2012;28.31;1.56
08 Castilla - La Mancha;Castilla - La Mancha;extranjera;2011;28.24;1.62
08 Castilla - La Mancha;Castilla - La Mancha;extranjera;2010;28.03;1.85
08 Castilla - La Mancha;Castilla - La Mancha;extranjera;2009;28.02;1.82
08 Castilla - La Mancha;Castilla - La Mancha;extranjera;2008;27.69;2
08 Castilla - La Mancha;Castilla - La Mancha;extranjera;2007;27.37;1.8
08 Castilla - La Mancha;Castilla - La Mancha;extranjera;2006;27.76;1.84
08 Castilla - La Mancha;Castilla - La Mancha;extranjera;2005;27.47;1.72
08 Castilla - La Mancha;Castilla - La Mancha;extranjera;2004;27.42;1.95
08 Castilla - La Mancha;Castilla - La Mancha;extranjera;2003;27.37;1.96
08 Castilla - La Mancha;Castilla - La Mancha;extranjera;2002;27.48;1.83
08 Castilla - La Mancha;Castilla - La Mancha;extranjera;2001;;
08 Castilla - La Mancha;Castilla - La Mancha;extranjera;2000;;
08 Castilla - La Mancha;Castilla - La Mancha;extranjera;1999;;
08 Castilla - La Mancha;Castilla - La Mancha;extranjera;1998;;
08 Castilla - La Mancha;Castilla - La Mancha;extranjera;1997;;
08 Castilla - La Mancha;Castilla - La Mancha;extranjera;1996;;
08 Castilla - La Mancha;Castilla - La Mancha;extranjera;1995;;
08 Castilla - La Mancha;Castilla - La Mancha;extranjera;1994;;
08 Castilla - La Mancha;Castilla - La Mancha;extranjera;1993;;
08 Castilla - La Mancha;Castilla - La Mancha;extranjera;1992;;
08 Castilla - La Mancha;Castilla - La Mancha;extranjera;1991;;
08 Castilla - La Mancha;Castilla - La Mancha;extranjera;1990;;
08 Castilla - La Mancha;Castilla - La Mancha;extranjera;1989;;
08 Castilla - La Mancha;Castilla - La Mancha;extranjera;1988;;
08 Castilla - La Mancha;Castilla - La Mancha;extranjera;1987;;
08 Castilla - La Mancha;Castilla - La Mancha;extranjera;1986;;
08 Castilla - La Mancha;Castilla - La Mancha;extranjera;1985;;
08 Castilla - La Mancha;Castilla - La Mancha;extranjera;1984;;
08 Castilla - La Mancha;Castilla - La Mancha;extranjera;1983;;
08 Castilla - La Mancha;Castilla - La Mancha;extranjera;1982;;
08 Castilla - La Mancha;Castilla - La Mancha;extranjera;1981;;
08 Castilla - La Mancha;Castilla - La Mancha;extranjera;1980;;
08 Castilla - La Mancha;Castilla - La Mancha;extranjera;1979;;
08 Castilla - La Mancha;Castilla - La Mancha;extranjera;1978;;
08 Castilla - La Mancha;Castilla - La Mancha;extranjera;1977;;
08 Castilla - La Mancha;Castilla - La Mancha;extranjera;1976;;
08 Castilla - La Mancha;Castilla - La Mancha;extranjera;1975;;
09 Cataluna;Cataluna;ambas;2020;32.42;1.22
09 Cataluna;Cataluna;ambas;2019;32.31;1.29
09 Cataluna;Cataluna;ambas;2018;32.23;1.33
09 Cataluna;Cataluna;ambas;2017;32.11;1.39
09 Cataluna;Cataluna;ambas;2016;31.94;1.41
09 Cataluna;Cataluna;ambas;2015;31.86;1.41
09 Cataluna;Cataluna;ambas;2014;31.7;1.39
09 Cataluna;Cataluna;ambas;2013;31.56;1.34
09 Cataluna;Cataluna;ambas;2012;31.44;1.4
09 Cataluna;Cataluna;ambas;2011;31.31;1.43
09 Cataluna;Cataluna;ambas;2010;31.12;1.46
09 Cataluna;Cataluna;ambas;2009;30.97;1.46
09 Cataluna;Cataluna;ambas;2008;30.8;1.53
09 Cataluna;Cataluna;ambas;2007;30.87;1.45
09 Cataluna;Cataluna;ambas;2006;30.9;1.44
09 Cataluna;Cataluna;ambas;2005;30.96;1.41
09 Cataluna;Cataluna;ambas;2004;30.87;1.4
09 Cataluna;Cataluna;ambas;2003;30.93;1.36
09 Cataluna;Cataluna;ambas;2002;30.89;1.31
09 Cataluna;Cataluna;ambas;2001;30.94;1.28
